textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitve,human intervention,GS
p107,20,20,find to available ,,available,,,,,?
p108,0,0,begin ,,,,,,,?
p108,14,13,quote acceptable,,,,,,,?
p108,19,18,quote the acceptable,,acceptable,,,,,?
p108,23,22,check the acceptable,,acceptable,,,,,?
p108,31,29,not the acceptable,,acceptable,,,,,?
p109,0,0,begin ,,,,,,,?
p109,5,5,conduct the completed info,,completed,,,,,?
p109,8,8,conduct the info completed,,info,,,,,?
p109,13,12,conduct the stl housing concern found,,stl,,,,,?
p109,14,13,conduct the advice to work to require ,,advice,,,,,?
p109,15,14,check ,,,,,,,?
p109,15,15,agree to the address,,the,,,,,?
p109,17,16,conduct agreed,,,,,,,?
p109,18,17,advise the fm\/gso,,fm\/gso,,,,,?
p109,19,18,agreeds to the address,,the,,,,,?
p109,21,20,is the work,,work,,,,,?
p109,21,21,conduct the stl housing concern to find ,,stl,,,,,?
p109,24,24,subsequently ,,,,,,,?
p109,25,25,conduct approved,,,,,,,?
p109,30,29,subsequently ,,,,,,,?
p109,35,33,subsequently ,,,,,,,?
p109,36,34,cleareds the required escort,,required,,,,,?
p109,37,35,cleareds the escort required,,escort,,,,,?
p109,41,40,is the work,,work,,,,,?
p109,42,42,work order,,,,,,,?
p11,0,0,begin ,,,,,,,?
p11,6,6,begin ,,,,,,,?
p11,9,10,credit the card balance sufficent,,card,,,,,?
p11,11,12,begin ,,,,,,,?
p11,11,13,claiming card balance insufficent,,balance,,,,,?
p110,0,0,begin ,,,,,,,?
p110,3,4,form ,,,,,,,?
p111,0,0,begin ,,,,,,,?
p111,5,6,see ,,,,,,,?
p111,5,7,the request is from the new client,,is,,,,,?
p112,0,0,begin ,,,,,,,?
p112,11,8,feedbacks the positive,,positive,,,,,?
p112,13,10,is the manager,,manager,,,,,?
p113,0,0,begin ,,,,,,,?
p113,0,1,\/ ,,,,,,,?
p113,6,6,subsequently ,,,,,,,?
p113,7,7,find to not possible ,,not,,,,,?
p113,10,10,find to possible ,,possible,,,,,?
p114,0,0,begin ,,,,,,,?
p114,0,1,arriveses at the clinic,,the,,,,,?
p114,11,13,receive the doze,,doze,,,,,?
p115,0,0,begin when the customer requests for flight booking,,the,,,,,?
p115,6,6,subsequently ,,,,,,,?
p115,7,7,find to available ,,available,,,,,?
p116,0,0,begin ,,,,,,,?
p116,6,8,subsequently ,,,,,,,?
p116,10,12,issue resolved,,,,,,,?
p116,11,13,support ,,,,,,,?
p116,16,17,claim in the next relese,,the,,,,,?
p116,17,18,2nd the issue into the product backlog,,issue,,,,,?
p116,18,19,issue ,,,,,,,?
p116,18,20,resolve ,,,,,,,?
p116,19,21,inform ,,,,,,,?
p116,19,22,support ,,,,,,,?
p116,20,23,was and be the 1st level,,be,,,,,?
p117,0,0,begin ,,,,,,,?
p117,0,1,conduct a customer arrived at shop,,customer,,,,,?
p117,9,10,subsequently ,,,,,,,?
p117,14,15,see the customer,,customer,,,,,?
p117,14,16,register ,,,,,,,?
p117,17,17,find ,,,,,,,?
p117,17,18,register ,,,,,,,?
p117,18,19,find ,,,,,,,?
p117,18,20,the customer is new,,is,,,,,?
p118,0,0,begin ,,,,,,,?
p118,3,4,subsequently ,,,,,,,?
p118,8,9,subsequently ,,,,,,,?
p119,0,0,begin ,,,,,,,?
p119,4,4,subsequently ,,,,,,,?
p119,6,5,claim ,,,,,,,?
p119,6,6,express ,,,,,,,?
p119,8,8,express 50.0 s.,,s.,,,,,?
p12,0,0,begin ,,,,,,,?
p12,8,9,subsequently ,,,,,,,?
p120,0,0,begin ,,,,,,,?
p120,0,1,conduct ,,,,,,,?
p120,0,2,come ,,,,,,,?
p120,6,8,subsequently ,,,,,,,?
p120,7,9,insurance co. does the required copy,,does,,,,,?
p120,8,10,requireds the copy,,copy,,,,,?
p120,9,11,is the insurance co.,,insurance,,,,,?
p121,0,0,begin ,,,,,,,?
p121,1,2,begin the user resistration,,user,,,,,?
p121,4,5,conduct to commit ,,commit,,,,,?
p121,6,7,conduct ,,,,,,,?
p121,6,8,create ,,,,,,,?
p121,7,9,open ,,,,,,,?
p122,0,0,begin ,,,,,,,?
p122,8,8,subsequently ,,,,,,,?
p122,9,9,conduct ,,,,,,,?
p122,11,12,find ,,,,,,,?
p122,11,13,content email,,,,,,,?
p122,15,17,is the complaint,,complaint,,,,,?
p122,15,18,conduct ,,,,,,,?
p122,16,20,is the complaint,,complaint,,,,,?
p123,0,0,begin ,,,,,,,?
p123,1,2,the goods,,,,,,,?
p123,5,5,find the quality,,quality,,,,,?
p123,8,8,find the quality ok,,quality,,,,,?
p124,0,0,begin ,,,,,,,?
p124,4,4,subsequently ,,,,,,,?
p124,7,7,find to available ,,available,,,,,?
p124,8,8,is the processing,,processing,,,,,?
p124,10,11,subsequently ,,,,,,,?
p124,11,12,n'ts to has inventory,,has,,,,,?
p124,15,15,processing department has the inventory,,has,,,,,?
p125,0,0,begin ,,,,,,,?
p125,5,5,find the quality ok,,quality,,,,,?
p125,8,8,find the quality ok,,quality,,,,,?
p125,12,12,ready to deliver ,,deliver,,,,,?
p126,0,0,begin ,,,,,,,?
p127,0,0,begin ,,,,,,,?
p127,11,11,HR ,,,,,,,?
p127,14,15,subsequently ,,,,,,,?
p127,19,20,HR the hr system,,hr,,,,,?
p127,20,21,send the notices,,notices,,,,,?
p128,0,0,begin ,,,,,,,?
p129,0,0,begin ,,,,,,,?
p129,3,4,subsequently ,,,,,,,?
p129,6,7,is the doctor,,doctor,,,,,?
p129,14,14,helpers the lab test,,lab,,,,,?
p129,17,17,is the ward,,ward,,,,,?
p13,0,0,begin ,,,,,,,?
p13,2,2,informeds to not available ,,not,,,,,?
p13,8,8,informeds to available ,,available,,,,,?
p130,0,0,begin ,,,,,,,?
p130,0,1,identify ,,,,,,,?
p130,0,2,need ,,,,,,,?
p130,6,9,subsequently ,,,,,,,?
p130,7,10,prepare ,,,,,,,?
p130,8,11,plan ,,,,,,,?
p131,0,0,begin ,,,,,,,?
p131,3,4,subsequently ,,,,,,,?
p131,10,11,subsequently ,,,,,,,?
p132,0,0,begin ,,,,,,,?
p132,0,1,ready for the work,,the,,,,,?
p132,6,7,the required task starts the daily work,,task,,,,,?
p132,7,8,find to time ,,time,,,,,?
p132,10,11,work ,,,,,,,?
p132,11,12,work the time completed,,time,,,,,?
p133,0,0,begin ,,,,,,,?
p133,1,2,view ,,,,,,,?
p133,1,3,sign up page,,page,,,,,?
p133,4,6,allow the user,,user,,,,,?
p133,7,9,conduct to commit ,,commit,,,,,?
p133,9,11,website the record,,record,,,,,?
p133,10,12,conduct ,,,,,,,?
p133,10,13,create ,,,,,,,?
p133,11,14,open ,,,,,,,?
p134,0,0,begin ,,,,,,,?
p134,1,2,the goods,,,,,,,?
p134,5,5,find the fine quality,,fine,,,,,?
p134,10,10,find to not fine ,,not,,,,,?
p134,11,11,subsequently ,,,,,,,?
p135,0,0,begin ,,,,,,,?
p135,6,6,find ,,,,,,,?
p135,6,7,the at-least one has german citizenship,,one,,,,,?
p135,8,9,find ,,,,,,,?
p135,8,10,the one has german citizenship,,has,,,,,?
p135,9,11,document to the commitee,,the,,,,,?
p135,11,13,subsequently ,,,,,,,?
p135,12,14,find ,,,,,,,?
p135,16,18,was and be the hospital,,be,,,,,?
p135,21,23,is the hospital,,hospital,,,,,?
p136,0,0,begin ,,,,,,,?
p136,2,2,find ,,,,,,,?
p136,2,3,miss ,,,,,,,?
p136,3,4,request the parents,,parents,,,,,?
p136,4,5,conduct the information received,,information,,,,,?
p136,6,7,find to complete ,,complete,,,,,?
p136,7,8,is the hospital,,hospital,,,,,?
p136,7,9,confirm ,,,,,,,?
p136,9,11,see ,,,,,,,?
p136,9,12,do not accept baby,,accept,,,,,?
p136,12,14,see ,,,,,,,?
p136,14,17,russian citizenship,,,,,,,?
p136,16,18,find ,,,,,,,?
p136,16,19,the one has russian nationality,,has,,,,,?
p136,20,24,the east atl is russian,,atl,,,,,?
p136,22,26,is the hospital,,hospital,,,,,?
p136,22,27,take the decided name,,decided,,,,,?
p136,27,32,find at the least,,the,,,,,?
p136,27,33,the parents have registration,,have,,,,,?
p136,30,36,formalize the moth payments,,moth,,,,,?
p137,0,0,begin ,,,,,,,?
p137,2,3,document to the hospital administration,,the,,,,,?
p137,5,6,one parent is citizen,,is,,,,,?
p137,7,9,the one is citizen,,is,,,,,?
p137,9,11,is the hospital administration,,hospital,,,,,?
p137,10,12,see the child born in the wedlock or not,,child,,,,,?
p137,18,19,see the present or not father,,present,,,,,?
p137,20,20,find ,,,,,,,?
p137,20,21,the father is present,,is,,,,,?
p137,22,23,find ,,,,,,,?
p137,22,24,does not the father does not exist ,,the,,,,,?
p137,25,27,was and be the hospital,,be,,,,,?
p138,0,0,begin ,,,,,,,?
p138,5,5,is the inquiry,,inquiry,,,,,?
p138,22,21,is the inquiry,,inquiry,,,,,?
p139,0,0,begin ,,,,,,,?
p139,3,4,subsequently ,,,,,,,?
p139,4,5,predict to the municipility,,the,,,,,?
p139,5,6,the based on the information,,on,,,,,?
p139,12,12,is the hospital,,hospital,,,,,?
p139,17,18,gba ,,,,,,,?
p14,0,0,begin ,,,,,,,?
p14,6,4,once is the moderates discussion,,the,,,,,?
p14,10,6,wait until the due date,,the,,,,,?
p14,11,7,was and be ,,be,,,,,?
p140,0,0,begin ,,,,,,,?
p140,5,5,subsequently ,,,,,,,?
p140,8,8,is the hospital,,hospital,,,,,?
p140,15,15,gba data,,,,,,,?
p140,16,16,is the hospital,,hospital,,,,,?
p141,0,0,begin ,,,,,,,?
p141,14,14,apply the decent rights,,decent,,,,,?
p141,15,15,apply the decent rights,,decent,,,,,?
p142,0,0,begin ,,,,,,,?
p142,10,12,subsequently ,,,,,,,?
p142,14,15,is the enrolment,,enrolment,,,,,?
p142,16,17,conduct ,,,,,,,?
p142,16,18,not find application in complete or in time,,application,,,,,?
p143,0,0,begin ,,,,,,,?
p143,0,1,chooseses a university,,university,,,,,?
p143,3,3,conduct ,,,,,,,?
p143,7,9,conduct ,,,,,,,?
p143,9,14,subsequently ,,,,,,,?
p143,10,15,find ,,,,,,,?
p143,10,16,not the application is not complete,,application,,,,,?
p143,14,20,find ,,,,,,,?
p143,14,21,the application is complete,,is,,,,,?
p143,24,31,acceptses the match,,match,,,,,?
p144,0,0,begin ,,,,,,,?
p144,4,5,document to the department,,the,,,,,?
p145,2,1,applicant is the german,,the,,,,,?
p145,5,2,conduct the a german,,a,,,,,?
p145,7,4,conduct ,,,,,,,?
p145,8,5,is the applicant,,applicant,,,,,?
p145,13,12,subsequently ,,,,,,,?
p145,15,14,check to complete ,,complete,,,,,?
p145,16,15,is the enrollment,,enrollment,,,,,?
p146,0,0,begin ,,,,,,,?
p146,15,18,request to the complete application,,the,,,,,?
p146,25,27,conduct ,,,,,,,?
p146,25,28,meet the high ranking requirements,,high,,,,,?
p146,26,29,proposeds accepted,,,,,,,?
p146,27,30,provide ,,,,,,,?
p146,28,31,proposeds reserved,,,,,,,?
p146,29,32,not see the requirements to meet ,,the,,,,,?
p146,30,33,proposeds rejected,,,,,,,?
p146,31,34,is the selection,,selection,,,,,?
p146,35,37,is the applicant,,applicant,,,,,?
p147,0,0,begin ,,,,,,,?
p147,3,3,conduct the nationality german,,nationality,,,,,?
p147,5,4,conduct ,,,,,,,?
p147,5,5,not the nationality is not german,,nationality,,,,,?
p147,7,7,conduct german,,,,,,,?
p147,7,8,the nationality is german,,is,,,,,?
p147,18,21,check to complete ,,complete,,,,,?
p147,19,22,is the enrollment,,enrollment,,,,,?
p147,20,24,subsequently ,,,,,,,?
p147,22,26,find to complete ,,complete,,,,,?
p147,25,29,subsequently ,,,,,,,?
p147,31,32,conduct 50 points,,points,,,,,?
p147,33,34,conduct the 50-69 points,,50-69,,,,,?
p147,42,42,qualify the applicant,,applicant,,,,,?
p147,44,44,qualify the applicant,,applicant,,,,,?
p148,0,0,begin ,,,,,,,?
p148,8,8,is the university administration,,university,,,,,?
p148,14,13,wait for certificate,,certificate,,,,,?
p148,19,17,average to less than good,,less,,,,,?
p148,23,21,is the university,,university,,,,,?
p149,0,0,begin ,,,,,,,?
p149,8,8,keep in the applicant pool,,the,,,,,?
p149,10,10,is the aplicant,,aplicant,,,,,?
p15,0,0,begin ,,,,,,,?
p15,9,10,subsequently ,,,,,,,?
p15,10,11,conduct the quality to lack ,,quality,,,,,?
p15,11,12,lack ,,,,,,,?
p15,12,13,conduct the quality ok,,quality,,,,,?
p150,0,0,begin ,,,,,,,?
p150,3,4,subsequently ,,,,,,,?
p150,4,5,not conduct to meet basic requirements,,to,,,,,?
p150,5,6,meet the basic requirements,,basic,,,,,?
p150,13,13,is the applicant,,applicant,,,,,?
p150,17,21,subsequently ,,,,,,,?
p150,18,22,find ,,,,,,,?
p150,18,23,the applicant is from the european country,,is,,,,,?
p150,19,24,find ,,,,,,,?
p150,19,25,not the applicant is not from the european country,,applicant,,,,,?
p150,21,27,is the university,,university,,,,,?
p150,23,30,subsequently ,,,,,,,?
p150,26,34,is the selection,,selection,,,,,?
p150,30,38,the selection committee does the interview,,committee,,,,,?
p150,34,42,is the selection,,selection,,,,,?
p16,0,0,begin ,,,,,,,?
p16,0,1,arrive at the shop,,the,,,,,?
p16,9,9,conduct the happy,,happy,,,,,?
p16,10,10,conduct to not happy with order,,not,,,,,?
p16,12,12,receive ,,,,,,,?
p16,12,13,complain ,,,,,,,?
p16,13,14,process ,,,,,,,?
p16,13,15,complain ,,,,,,,?
p17,0,0,begin ,,,,,,,?
p18,0,0,begin ,,,,,,,?
p19,0,0,begin ,,,,,,,?
p19,0,1,arrive at the book shop,,the,,,,,?
p19,6,6,conduct to available ,,available,,,,,?
p19,9,9,conduct to not available ,,not,,,,,?
p2,0,0,begin ,,,,,,,?
p2,5,5,not find the student to fulfill financial requirments,,the,,,,,?
p2,8,8,remedy the financial condition,,financial,,,,,?
p2,17,18,is the admission,,admission,,,,,?
p20,0,0,begin ,,,,,,,?
p20,9,8,once ,,,,,,,?
p21,0,0,begin ,,,,,,,?
p22,0,0,begin ,,,,,,,?
p22,9,11,subsequently ,,,,,,,?
p22,13,15,is the production,,production,,,,,?
p22,18,20,once is the assembly,,the,,,,,?
p23,0,0,begin ,,,,,,,?
p23,0,1,check an,,,,,,,?
p23,2,3,if ,,,,,,,?
p23,3,4,not grant a black list,,a,,,,,?
p23,5,6,co checks is list ,,is,,,,,?
p23,8,7,not grant ,,,,,,,?
p23,10,9,is the loan granting co grants,,loan,,,,,?
p23,10,10,the loan granting co grants is ready,,granting,,,,,?
p24,0,0,begin ,,,,,,,?
p24,3,3,repairables ,,,,,,,?
p24,4,4,spare part,,,,,,,?
p24,5,6,restock inventory,,,,,,,?
p24,6,7,repair to not good for the repair,,not,,,,,?
p25,0,0,begin ,,,,,,,?
p25,3,4,subsequently ,,,,,,,?
p26,0,0,begin ,,,,,,,?
p26,3,4,subsequently ,,,,,,,?
p26,4,5,conduct the entry,,entry,,,,,?
p26,5,6,voucher details,,,,,,,?
p26,6,7,is the accounting department,,accounting,,,,,?
p26,6,8,conduct details to enter data,,to,,,,,?
p26,6,9,conduct details to prepare transfer file,,to,,,,,?
p27,0,0,begin ,,,,,,,?
p27,0,1,receive a supplier,,supplier,,,,,?
p27,2,3,analyze ,,,,,,,?
p27,3,4,subsequently ,,,,,,,?
p28,0,0,begin ,,,,,,,?
p28,3,4,subsequently ,,,,,,,?
p28,5,6,project the fixing bugs,,fixing,,,,,?
p28,9,10,find to prone ,,prone,,,,,?
p28,11,12,is the project,,project,,,,,?
p29,0,0,begin ,,,,,,,?
p29,5,5,find ,,,,,,,?
p29,5,6,fail ,,,,,,,?
p29,8,9,find to successful ,,successful,,,,,?
p29,9,10,issue the license,,license,,,,,?
p3,0,0,begin ,,,,,,,?
p3,2,3,receive ,,,,,,,?
p3,3,4,subsequently ,,,,,,,?
p3,4,5,conduct to available ,,available,,,,,?
p3,11,13,conduct ,,,,,,,?
p3,11,14,receive ,,,,,,,?
p30,0,0,begin ,,,,,,,?
p30,2,2,not conduct to require quotation,,to,,,,,?
p30,7,7,managment requests,,,,,,,?
p30,10,10,manage the quotation,,quotation,,,,,?
p30,14,13,manage the pending offer,,pending,,,,,?
p30,15,14,not conduct to accept offer,,to,,,,,?
p30,16,15,manage the quotation,,quotation,,,,,?
p31,0,0,begin ,,,,,,,?
p31,3,4,subsequently ,,,,,,,?
p31,4,5,identify ,,,,,,,?
p31,4,6,the customer ,,,,,,,?
p31,5,7,identify ,,,,,,,?
p31,5,8,not the customerdoes exist not ,,customerdoes,,,,,?
p31,7,10,once is the aqua co.,,the,,,,,?
p32,0,0,begin ,,,,,,,?
p32,3,4,subsequently ,,,,,,,?
p32,4,5,inspect to possible ,,possible,,,,,?
p33,0,0,begin ,,,,,,,?
p33,5,4,is the stock keeper,,stock,,,,,?
p33,6,6,subsequently ,,,,,,,?
p33,9,9,find to available ,,available,,,,,?
p33,10,10,is the stock,,stock,,,,,?
p34,0,0,begin ,,,,,,,?
p34,3,4,subsequently ,,,,,,,?
p34,6,7,is the candidate,,candidate,,,,,?
p35,0,0,begin ,,,,,,,?
p35,5,4,is the hr,,hr,,,,,?
p35,13,12,HR department updates,,updates,,,,,?
p35,15,14,HR department updates,,updates,,,,,?
p36,0,0,begin ,,,,,,,?
p36,7,7,find to unavailable ,,unavailable,,,,,?
p36,9,9,find to available ,,available,,,,,?
p37,0,0,begin ,,,,,,,?
p38,0,0,begin ,,,,,,,?
p38,3,4,subsequently ,,,,,,,?
p38,8,9,subsequently ,,,,,,,?
p38,15,16,website the customer status,,customer,,,,,?
p39,0,0,begin ,,,,,,,?
p39,1,2,choose ,,,,,,,?
p39,1,3,require products,,,,,,,?
p39,9,11,subsequently ,,,,,,,?
p4,0,0,begin ,,,,,,,?
p4,3,4,subsequently ,,,,,,,?
p4,4,5,conduct the candidate,,candidate,,,,,?
p4,6,7,conduct the candidate,,candidate,,,,,?
p4,11,12,subsequently ,,,,,,,?
p4,13,14,conduct the insufficent information,,insufficent,,,,,?
p4,14,15,notifieses ,,,,,,,?
p40,0,0,begin ,,,,,,,?
p40,3,4,subsequently ,,,,,,,?
p40,7,8,once ,,,,,,,?
p40,9,10,find to incomplete ,,incomplete,,,,,?
p40,11,12,find to complete ,,complete,,,,,?
p41,0,0,begin ,,,,,,,?
p41,3,4,subsequently ,,,,,,,?
p42,0,0,begin ,,,,,,,?
p42,3,3,co. the flight,,flight,,,,,?
p42,4,4,co. the hotel,,hotel,,,,,?
p42,5,5,co. the booking system,,booking,,,,,?
p43,0,0,begin ,,,,,,,?
p43,7,7,find to available ,,available,,,,,?
p43,8,8,is the training co.,,training,,,,,?
p44,0,0,begin ,,,,,,,?
p44,3,4,subsequently ,,,,,,,?
p44,6,7,the bidder deals ,,deals,,,,,?
p45,0,0,begin ,,,,,,,?
p45,0,1,take a sample,,sample,,,,,?
p45,3,4,subsequently ,,,,,,,?
p45,8,9,offer the correct sample,,correct,,,,,?
p46,0,0,begin ,,,,,,,?
p46,3,4,subsequently ,,,,,,,?
p46,9,10,is the 1st level,,1st,,,,,?
p47,0,0,begin ,,,,,,,?
p47,3,4,subsequently ,,,,,,,?
p47,6,7,find to available ,,available,,,,,?
p47,10,9,is the shopkeeper,,shopkeeper,,,,,?
p48,0,0,begin ,,,,,,,?
p48,2,3,form validity,,,,,,,?
p48,3,4,subsequently ,,,,,,,?
p48,4,5,find ,,,,,,,?
p48,4,6,the account request is valid,,request,,,,,?
p48,6,8,find ,,,,,,,?
p48,6,9,miss ,,,,,,,?
p48,7,10,I&T to help the sponsor,,help,,,,,?
p49,0,0,begin ,,,,,,,?
p49,3,4,subsequently ,,,,,,,?
p49,5,6,find ,,,,,,,?
p49,5,7,the order is special,,is,,,,,?
p49,7,9,the order ,,,,,,,?
p5,0,0,begin ,,,,,,,?
p5,0,1,place ,,,,,,,?
p5,3,3,conduct to miss ,,miss,,,,,?
p5,3,4,reject ,,,,,,,?
p5,4,5,conduct the capacity ok,,capacity,,,,,?
p5,4,6,confirm ,,,,,,,?
p5,7,8,conduct to available ,,available,,,,,?
p5,8,9,partses to miss ,,miss,,,,,?
p50,0,0,begin ,,,,,,,?
p50,3,4,subsequently ,,,,,,,?
p50,7,7,review ,,,,,,,?
p50,7,8,apply ,,,,,,,?
p50,10,11,implement defined,,,,,,,?
p50,11,12,authorize ,,,,,,,?
p51,0,0,begin ,,,,,,,?
p51,8,8,the purchaser accesses ,,accesses,,,,,?
p51,8,9,reviews ,,,,,,,?
p52,0,0,begin ,,,,,,,?
p52,6,7,require ,,,,,,,?
p52,9,10,carry ,,,,,,,?
p52,11,12,was and be the warehouse,,be,,,,,?
p53,0,0,begin ,,,,,,,?
p53,0,1,greet a guest,,guest,,,,,?
p53,2,2,find ,,,,,,,?
p53,2,3,the guest has reservations,,has,,,,,?
p53,7,9,find ,,,,,,,?
p53,7,10,the guest has no reservations,,has,,,,,?
p53,8,12,the the guest services,,guest,,,,,?
p54,0,0,begin ,,,,,,,?
p54,3,4,subsequently ,,,,,,,?
p54,4,6,register ,,,,,,,?
p54,5,7,find the retailer don't exist,,retailer,,,,,?
p54,5,8,do not the retailer do not exist ,,the,,,,,?
p54,7,10,is the iphone co.,,iphone,,,,,?
p54,9,12,demand the available so to accept order,,available,,,,,?
p54,10,13,co. the iphone order,,iphone,,,,,?
p54,12,15,co. stocks,,,,,,,?
p55,0,0,begin ,,,,,,,?
p55,13,11,provide ,,,,,,,?
p56,0,0,begin ,,,,,,,?
p56,5,5,find to available ,,available,,,,,?
p56,6,6,the warehouse man ,,man,,,,,?
p56,10,9,once ,,,,,,,?
p57,0,0,begin ,,,,,,,?
p57,5,5,is the finance department,,finance,,,,,?
p57,12,12,find ,,,,,,,?
p57,12,13,not the order is not sufficent,,order,,,,,?
p57,14,15,is the sales,,sales,,,,,?
p58,0,0,begin ,,,,,,,?
p58,3,4,subsequently ,,,,,,,?
p58,7,8,card for the verification,,the,,,,,?
p59,0,0,begin ,,,,,,,?
p59,3,4,subsequently ,,,,,,,?
p59,6,7,deploy the cartridg,,cartridg,,,,,?
p6,0,0,begin ,,,,,,,?
p6,0,1,conduct a customer to arrive ,,customer,,,,,?
p6,3,4,subsequently ,,,,,,,?
p6,4,5,conduct the available products,,available,,,,,?
p6,6,7,conduct to available ,,available,,,,,?
p6,7,8,conduct the setle prices,,setle,,,,,?
p6,8,9,storekeeper the products,,products,,,,,?
p60,0,0,begin ,,,,,,,?
p60,0,1,need a registration authority,,registration,,,,,?
p60,1,3,exists not,,,,,,,?
p61,0,0,begin ,,,,,,,?
p61,9,7,the shipping department ships ,,department,,,,,?
p62,0,0,begin ,,,,,,,?
p62,3,4,subsequently ,,,,,,,?
p63,0,0,begin ,,,,,,,?
p63,3,4,subsequently ,,,,,,,?
p63,11,12,subsequently ,,,,,,,?
p63,13,14,result on the website,,the,,,,,?
p64,0,0,begin ,,,,,,,?
p65,0,0,begin ,,,,,,,?
p65,6,7,subsequently ,,,,,,,?
p66,0,0,begin ,,,,,,,?
p66,6,7,subsequently ,,,,,,,?
p66,7,9,reject sends,,,,,,,?
p66,8,10,receive ,,,,,,,?
p66,12,15,receive ,,,,,,,?
p67,0,0,begin ,,,,,,,?
p67,3,4,subsequently ,,,,,,,?
p68,0,0,begin ,,,,,,,?
p69,0,0,begin ,,,,,,,?
p69,6,7,subsequently ,,,,,,,?
p69,9,10,find to not eligible ,,not,,,,,?
p7,0,0,begin ,,,,,,,?
p7,4,4,subsequently ,,,,,,,?
p7,7,7,find to available ,,available,,,,,?
p7,8,8,is the processing,,processing,,,,,?
p7,10,11,subsequently ,,,,,,,?
p7,11,12,n'ts to has inventory,,has,,,,,?
p7,15,15,processing department has the inventory,,has,,,,,?
p70,0,0,begin ,,,,,,,?
p70,7,7,is the company,,company,,,,,?
p71,0,0,begin ,,,,,,,?
p71,0,1,develop ,,,,,,,?
p72,0,0,begin ,,,,,,,?
p72,3,4,subsequently ,,,,,,,?
p73,0,0,begin ,,,,,,,?
p73,3,4,subsequently ,,,,,,,?
p73,4,5,find ,,,,,,,?
p73,4,6,the ingredients be complete,,be,,,,,?
p73,9,11,the driver schedules ,,schedules,,,,,?
p74,0,0,begin ,,,,,,,?
p74,5,6,find ,,,,,,,?
p74,15,17,is the isc,,isc,,,,,?
p74,15,18,determine ,,,,,,,?
p74,15,19,require ,,,,,,,?
p75,0,0,begin ,,,,,,,?
p75,3,4,subsequently ,,,,,,,?
p75,4,5,find ,,,,,,,?
p75,4,6,not the request is not valid,,request,,,,,?
p75,7,9,find ,,,,,,,?
p75,7,10,the request is valid,,is,,,,,?
p75,13,15,is the open mms,,open,,,,,?
p76,0,0,begin ,,,,,,,?
p77,0,0,begin ,,,,,,,?
p77,13,13,once is the supplier ships,,the,,,,,?
p78,0,0,begin ,,,,,,,?
p78,3,4,subsequently ,,,,,,,?
p78,4,5,find ,,,,,,,?
p78,4,6,miss ,,,,,,,?
p78,6,9,find ,,,,,,,?
p78,6,10,the information is complete,,is,,,,,?
p78,8,12,is the registrar,,registrar,,,,,?
p78,9,14,subsequently ,,,,,,,?
p78,10,15,find ,,,,,,,?
p78,10,16,not the standard is not ok,,standard,,,,,?
p78,12,18,find ok,,,,,,,?
p78,12,19,the standard is ok,,is,,,,,?
p79,0,0,begin ,,,,,,,?
p79,6,7,subsequently ,,,,,,,?
p79,9,10,is the customer,,customer,,,,,?
p8,0,0,begin ,,,,,,,?
p8,0,1,occur ,,,,,,,?
p8,2,2,conduct to available ,,available,,,,,?
p8,8,8,subsequently ,,,,,,,?
p8,10,9,conduct the unknown creditor,,unknown,,,,,?
p80,0,0,begin ,,,,,,,?
p81,0,0,begin ,,,,,,,?
p81,3,4,subsequently ,,,,,,,?
p81,8,9,subsequently ,,,,,,,?
p81,14,16,the warehouse ships ,,ships,,,,,?
p82,0,0,begin ,,,,,,,?
p82,15,15,was and be ,,be,,,,,?
p82,16,16,not block ,,,,,,,?
p82,18,18,block ,,,,,,,?
p83,0,0,begin ,,,,,,,?
p83,4,4,subsequently ,,,,,,,?
p83,7,7,is the production house,,production,,,,,?
p83,8,9,finish the product,,product,,,,,?
p83,13,14,subsequently ,,,,,,,?
p83,16,17,finish the product,,product,,,,,?
p83,18,19,once is the warehouse ships,,the,,,,,?
p84,0,0,begin ,,,,,,,?
p84,9,9,conduct ,,,,,,,?
p84,9,10,alive ,,,,,,,?
p85,0,0,begin ,,,,,,,?
p85,5,4,find ,,,,,,,?
p85,5,5,the machine is busy,,is,,,,,?
p85,7,7,find to available ,,available,,,,,?
p85,11,11,once ,,,,,,,?
p86,0,0,begin ,,,,,,,?
p86,8,8,is the customer,,customer,,,,,?
p86,14,14,perform the service portability,,service,,,,,?
p86,17,17,conduct the receiveconsolidated validation results,,receiveconsolidated,,,,,?
p87,0,0,begin ,,,,,,,?
p87,3,4,request to the distributor,,the,,,,,?
p87,7,7,account data,,,,,,,?
p87,12,12,complete ,,,,,,,?
p88,0,0,begin ,,,,,,,?
p88,3,4,subsequently ,,,,,,,?
p88,6,7,is the excise,,excise,,,,,?
p89,0,0,begin ,,,,,,,?
p9,0,0,begin ,,,,,,,?
p9,0,1,conduct a hungry,,hungry,,,,,?
p9,6,6,conduct the available ingredients,,available,,,,,?
p90,0,0,begin ,,,,,,,?
p90,3,4,subsequently ,,,,,,,?
p90,10,10,conduct the products,,products,,,,,?
p90,11,11,not conduct the products in stock,,the,,,,,?
p90,17,16,is the delivery,,delivery,,,,,?
p91,0,0,begin ,,,,,,,?
p91,5,6,subsequently ,,,,,,,?
p91,8,9,find to not appropriate ,,not,,,,,?
p91,9,10,file ,,,,,,,?
p91,9,11,complain ,,,,,,,?
p92,0,0,begin ,,,,,,,?
