,textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitive,human intervention,GS
1599,p36,1,2,receive the book request,receive,request,1.0,low,0,1,2
1600,p36,8,8,inform the borrower,inform,borrower,1.0,low,0,1,2
1601,p37,1,2,request the doctor appointment,request,appointment,1.0,low,0,1,2
1602,p37,4,5,receive the appointment,receive,appointment,1.0,low,0,1,2
1603,p37,5,6,inform the symptoms,inform,symptoms,1.0,low,0,1,2
1604,p39,4,6,configure the shopping cart,configure,shopping cart,1.0,low,0,1,2
1605,p39,8,10,send the confirmation,send,confirmation,1.0,low,0,1,2
1606,p39,10,12,receive the order products,receive,products,1.0,low,0,1,2
1607,p39,12,15,send the feedback email,send,email,1.0,low,0,1,2
1608,p4,0,1,receive a request,receive,request,1.0,low,0,1,2
1609,p40,2,3,register the personal data,register,data,1.0,low,0,1,2
1610,p40,5,6,register the salary information,register,information,1.0,low,0,1,2
1611,p40,6,7,register the documents,register,documents,1.0,low,0,1,2
1612,p41,0,1,register a sat exam,register,exam,1.0,low,0,1,2
1613,p42,10,9,undo the booking,undo,booking,1.0,low,0,1,2
1614,p42,12,11,update the credit card balance,update,balance,1.0,low,0,1,2
1615,p44,9,9,inform the seller,inform,seller,1.0,low,0,1,2
1616,p46,0,1,receive an issue,receive,issue,1.0,low,0,1,2
1617,p46,2,3,edit the level ticket,edit,ticket,1.0,low,0,1,2
1618,p46,5,6,send the issue to the 2nd level,send,issue,1.0,low,0,1,2
1619,p46,6,7,edit the 2nd level ticket,edit,ticket,1.0,low,0,1,2
1620,p46,9,11,send the confirmation email to the account manager,send,email,1.0,low,0,1,2
1621,p47,1,2,receive the article order,receive,order,1.0,low,0,1,2
1622,p47,11,11,remove the article,remove,article,1.0,low,0,1,2
1623,p48,1,2,receive request form,receive,form,1.0,low,0,1,2
1624,p48,8,11,resubmit the request form,resubmit,form,1.0,low,0,1,2
1625,p49,0,1,receive a purchase order,receive,order,1.0,low,0,1,2
1626,p49,1,2,enter the order into the managment system,enter,order,1.0,low,0,1,2
1627,p53,3,4,confirm the reservation information,confirm,information,1.0,low,0,1,2
1628,p53,13,16,confirm the room,confirm,room,1.0,low,0,1,2
1629,p54,0,1,submit an iphone puchase order,submit,order,1.0,low,0,1,2
1630,p54,1,2,receive the request order,receive,order,1.0,low,0,1,2
1631,p54,6,9,register the retailer,register,retailer,1.0,low,0,1,2
1632,p57,3,3,department forwards the order,department,order,1.0,low,0,1,2
1633,p57,4,4,enter the order information,enter,information,1.0,low,0,1,2
1634,p57,5,6,receive the order payment,receive,payment,1.0,low,0,1,2
1635,p57,13,14,send the rejection notification,send,notification,1.0,low,0,1,2
1636,p58,11,11,update the balance,update,balance,1.0,low,0,1,2
1637,p59,1,2,create the attribute definations,create,definations,1.0,low,0,1,2
1638,p59,2,3,create the product class,create,product class,1.0,low,0,1,2
1639,p60,5,8,register on authority,register,authority,1.0,low,0,1,2
1640,p60,8,10,store the registration authority information,store,information,1.0,low,0,1,2
1641,p61,5,3,send the shipping schedule,send,schedule,1.0,low,0,1,2
1642,p61,6,4,initiate the price calculations,initiate,calculations,1.0,low,0,1,2
1643,p62,0,1,submit a service request form,submit,form,1.0,low,0,1,2
1644,p62,1,2,receive the support service request,receive,request,1.0,low,0,1,2
1645,p62,5,6,submit the task order,submit,order,1.0,low,0,1,2
1646,p62,6,7,receive the task order service,receive,order,1.0,low,0,1,2
1647,p63,0,1,submit an application form,submit,form,1.0,low,0,1,2
1648,p63,1,2,receive the candidate form,receive,form,1.0,low,0,1,2
1649,p63,7,8,inform the election commission,inform,commission,1.0,low,0,1,2
1650,p63,12,13,send the result to the candidate,send,result,1.0,low,0,1,2
1651,p64,0,1,receive a fund request,receive,request,1.0,low,0,1,2
1652,p64,2,3,select the vendor,select,vendor,1.0,low,0,1,2
1653,p64,7,7,update the record,update,record,1.0,low,0,1,2
1654,p65,7,8,archive the quote,archive,quote,1.0,low,0,1,2
1655,p66,0,1,submit a vacations request,submit,request,1.0,low,0,1,2
1656,p66,3,4,send the request to the immediate employee supervisor,send,request,1.0,low,0,1,2
1657,p66,4,5,receive the vacation request,receive,request,1.0,low,0,1,2
1658,p66,10,13,receive the rejection notice,receive,rejection,1.0,low,0,1,2
1659,p66,13,16,notify to the employee,notify,employee,1.0,low,0,1,2
1660,p66,14,17,receive the approval notice,receive,approval,1.0,low,0,1,2
1661,p67,0,1,submit an application,submit,application,1.0,low,0,1,2
1662,p67,7,7,receive the loan acceptance notification,receive,notification,1.0,low,0,1,2
1663,p69,1,2,submit form,submit,form,1.0,low,0,1,2
1664,p69,2,3,receive the scholorship requests,receive,requests,1.0,low,0,1,2
1665,p70,0,1,claim a case,claim,case,1.0,low,0,1,2
1666,p70,1,2,receive the claim request,receive,request,1.0,low,0,1,2
1667,p71,7,8,submit the complete project,submit,project,1.0,low,0,1,2
1668,p72,1,2,send form to the manager,send,form,1.0,low,0,1,2
1669,p72,6,7,send the request to the vice principal,send,request,1.0,low,0,1,2
1670,p72,7,9,receive the approval,receive,approval,1.0,low,0,1,2
1671,p73,1,2,take the order,take,order,1.0,low,0,1,2
1672,p74,7,10,confirm reservation,confirm,reservation,1.0,low,0,1,2
1673,p74,9,12,receive the ticket,receive,ticket,1.0,low,0,1,2
1674,p75,0,1,send a mm,send,mm,1.0,low,0,1,2
1675,p75,1,2,receive the mm,receive,mm,1.0,low,0,1,2
1676,p75,6,8,receive the error message,receive,message,1.0,low,0,1,2
1677,p75,9,12,store the mm,store,mm,1.0,low,0,1,2
1678,p75,13,16,create the changing data records,create,records,1.0,low,0,1,2
1679,p75,14,17,receive the confirmation message,receive,message,1.0,low,0,1,2
1680,p76,0,1,create an overtime registration,create,registration,1.0,low,0,1,2
1681,p76,1,2,send the overtime registration to the manager,send,registration,1.0,low,0,1,2
1682,p76,8,8,return the overtime registration to the employee,return,registration,1.0,low,0,1,2
1683,p77,0,1,order an inquiry,order,inquiry,1.0,low,0,1,2
1684,p77,1,2,send the quotation,send,quotation,1.0,low,0,1,2
1685,p77,2,3,receive the quotation,receive,quotation,1.0,low,0,1,2
1686,p77,6,6,send the production order form,send,form,1.0,low,0,1,2
1687,p77,7,7,send the purchase order form,send,form,1.0,low,0,1,2
1688,p78,0,1,submit a registration application,submit,application,1.0,low,0,1,2
1689,p78,5,7,inform the student to resubmit,inform,student,1.0,low,0,1,2
1690,p78,5,8,resubmit additional information,resubmit,information,1.0,low,0,1,2
1691,p8,5,5,specify the quantity need,specify,need,1.0,low,0,1,2
1692,p8,6,6,save the purchase requisition,save,requisition,1.0,low,0,1,2
1693,p8,11,10,create the creditor,create,creditor,1.0,low,0,1,2
1694,p8,12,12,create the order template to form purchase requisition,create,template,1.0,low,0,1,2
1695,p8,13,13,release the order,release,order,1.0,low,0,1,2
1696,p80,0,1,get the nominations,get,nominations,1.0,low,0,1,2
1697,p80,1,2,head to confirm the nominations,head,nominations,1.0,low,0,1,2
1698,p80,2,3,create the training calender,create,calender,1.0,low,0,1,2
1699,p80,3,4,get the program details,get,details,1.0,low,0,1,2
1700,p81,9,10,retrieve the product,retrieve,product,1.0,low,0,1,2
1701,p85,1,2,receive the new item order,receive,order,1.0,low,0,1,2
1702,p86,0,1,request a service,request,service,1.0,low,0,1,2
1703,p86,1,2,receive the service request,receive,request,1.0,low,0,1,2
1704,p86,7,7,create the new customer account,create,account,1.0,low,0,1,2
1705,p87,1,2,receive the customer request,receive,request,1.0,low,0,1,2
1706,p87,2,3,get the account data,get,data,1.0,low,0,1,2
1707,p88,0,1,receive a customer inquiry,receive,inquiry,1.0,low,0,1,2
1708,p88,2,3,configure the vehicle exporting inquiry and datas,configure,inquiry,1.0,low,0,1,2
1709,p88,14,15,receive the shipment charges,receive,charges,1.0,low,0,1,2
1710,p89,0,1,receive a product demand request,receive,request,1.0,low,0,1,2
1711,p9,1,2,select a pizza,select,pizza,1.0,low,0,1,2
1712,p9,2,3,order a pizza,order,pizza,1.0,low,0,1,2
1713,p9,3,4,receive the pizza order,receive,order,1.0,low,0,1,2
1714,p9,4,5,confirm the availability,confirm,availability,1.0,low,0,1,2
1715,p90,5,6,inform the rejection reasons,inform,reasons,1.0,low,0,1,2
1716,p90,17,17,confirm the order products,confirm,products,1.0,low,0,1,2
1717,p91,3,3,send the copy to accounts department,send,copy,1.0,low,0,1,2
1718,p91,7,8,update the stock repository,update,stock,1.0,low,0,1,2
1719,p91,10,12,generate the warning letter,generate,letter,1.0,low,0,1,2
1720,p92,1,2,get the transection detail,get,detail,1.0,low,0,1,2
1721,p92,2,3,pass the transaction detail to the 2 bank,pass,detail,1.0,low,0,1,2
1722,p92,3,4,receive the transactions detail,receive,detail,1.0,low,0,1,2
1723,p92,8,9,pass the detail to the 3 bank,pass,detail,1.0,low,0,1,2
1724,p93,12,16,perform the business tool integration,perform,integration,1.0,low,0,1,2
1725,p94,3,4,receive the required user information,receive,information,1.0,low,0,1,2
1726,p94,7,9,enter correct information,enter,information,1.0,low,0,1,2
1727,p94,10,11,store the personal user information,store,information,1.0,low,0,1,2
1728,p94,12,14,send the registration email to the user,send,email,1.0,low,0,1,2
1729,p97,1,2,retrieve the previous production information,retrieve,information,1.0,low,0,1,2
1730,p97,3,4,communicate the assessment,communicate,assessment,1.0,low,0,1,2
1731,p97,13,16,resubmit for testing,resubmit,testing,1.0,low,0,1,2
1732,p98,20,19,send the results to the customer,send,results,1.0,low,0,1,2
1733,p99,7,7,receive the payments,receive,payments,1.0,low,0,1,2
1734,p11,7,8,authorize the payment,authorize,payment,1.0,low,0,1,2
1735,p3,9,11,receiveds the order,receiveds,order,1.0,low,0,1,2
1736,p39,5,7,charge the customer,charge,customer,1.0,low,0,1,2
1737,p41,6,7,get the 800 and 1000s score,get,score,1.0,low,0,1,2
1738,p41,7,8,get the expensive class,get,expensive,1.0,low,0,1,2
1739,p50,1,2,filter the appropriate requests,filter,requests,1.0,low,0,1,2
1740,p74,0,1,request a ticket,request,ticket,1.0,low,0,1,2
1741,p96,0,1,place an order request,place,requests,1.0,low,0,1,2
1742,p98,0,1,place a legal assistance request,place,request,1.0,low,0,1,2
1743,p50,0,1,initiate the requests,initiate,requests,1.0,low,0,1,2
1744,p52,11,15,pick area,pick,area,1.0,low,0,1,2
1745,p118,18,19,the opc updates ,updates,opc,1.0,low,0,1,2
1746,p112,12,9,pay the amount,pay,amount,1.0,low,0,1,2
1747,p71,8,9,award the payment,award,payment,1.0,low,0,1,2
1748,p36,2,3,get the book status,get,status,1.0,low,0,1,2
1749,p36,6,6,send the offer borrower to the hold request,send,borrower,1.0,low,0,1,2
1750,p66,9,11,annotated the decision,annotate,decision,1.0,low,0,1,2
1751,p66,9,12,annotated original request sents,annotate,request,1.0,low,0,1,2
1752,model6-4,10,13,give a detailed online presentation,give,presentation,1.0,low,1,1,2
1753,model6-4,10,14,give a detailed online presentation,give,presentation,1.0,low,1,1,2
1754,model2-1,10,15,receive the detailed problem report,receive,report,1.0,low,1,1,2
1755,model2-1,13,25,receive the detailed problem report,receive,report,1.0,low,1,1,2
1756,model6-2,4,4,receive the invoice,receive,invoice,1.0,low,1,1,2
1757,model5-2,1,2,register the requirement,register,requirement,1.0,low,1,1,2
1758,model5-3,1,2,register the requirement,register,requirement,1.0,low,1,1,2
1759,model5-3,5,8,select a vendor,select,vendor,1.0,low,1,1,2
1760,model5-3,7,10,select a vendor,select,vendor,1.0,low,1,1,2
1761,model6-2,1,1,send the order to the supplier,send,order,1.0,low,1,1,2
1762,model9-2,2,4,update the case details,update,details,1.0,low,1,1,2
1763,model9-2,5,9,update the case details,update,details,1.0,low,1,1,2
1764,p118,17,18,receive the airline invoice,receive,invoice,1.0,low,1,1,2
1765,p38,14,15,receive the airline invoice,receive,invoice,1.0,low,1,1,2
1766,p82,8,9,receive the invoice,receive,invoice,1.0,low,1,1,2
1767,p95,2,3,receive the inquiry,receive,inquiry,1.0,low,1,1,2
1768,p100,13,14,specify the reasons,specify,reasons,1.0,low,1,1,2
1769,p113,12,12,pay the claim,pay,claim,1.0,low,1,1,2
1770,p120,12,14,pay the claim,pay,claim,1.0,low,1,1,2
1771,p123,13,12,specify the reasons,specify,reasons,1.0,low,1,1,2
1772,p35,1,2,specify the vacancy requirment,specify,requirment,1.0,low,1,1,2
1773,p50,4,5,conduct the catagorize request,conduct,request,1.0,low,1,1,2
1774,p50,8,9,conduct the catagorize request,conduct,request,1.0,low,1,1,2
1775,p55,1,2,specify the vacancy requirment,specify,requirment,1.0,low,1,1,2
1776,p93,18,22,specify the channel optimization,specify,optimization,1.0,low,1,1,2
1777,p93,18,23,specify the channel optimization,specify,optimization,1.0,low,1,1,2
1778,p105,17,19,place the order,place,order,1.0,low,1,1,2
1779,p16,2,2,place the order,place,order,1.0,low,1,1,2
1780,p102,2,4,send the order to the supplier,send,order,1.0,low,1,1,2
1781,p102,16,14,receive the confirmation,receive,confirmation,1.0,low,1,1,2
1782,p105,4,5,get the order,get,order,1.0,low,1,1,2
1783,p109,27,27,approve the order,approve,order,1.0,low,1,1,2
1784,p115,2,2,register the request,register,request,1.0,low,1,1,2
1785,p116,5,7,submit the review results,submit,results,1.0,low,1,1,2
1786,p116,14,16,submit the review results,submit,results,1.0,low,1,1,2
1787,p117,19,21,register the customer,register,customer,1.0,low,1,1,2
1788,p121,3,4,enter the registration information,enter,information,1.0,low,1,1,2
1789,p121,5,6,create the database record,create,record,1.0,low,1,1,2
1790,p121,8,10,receive the registration mail,receive,mail,1.0,low,1,1,2
1791,p124,19,18,send the email to the customer,send,email,1.0,low,1,1,2
1792,p125,11,10,select the delivery service,select,service,1.0,low,1,1,2
1793,p126,9,9,submit the updates,submit,updates,1.0,low,1,1,2
1794,p131,2,3,select the service package,select,package,1.0,low,1,1,2
1795,p133,6,8,enter the registration information,enter,information,1.0,low,1,1,2
1796,p133,8,10,create the database record,create,record,1.0,low,1,1,2
1797,p133,12,15,receive the registration mail,receive,mail,1.0,low,1,1,2
1798,p135,0,1,receive a birth notification,receive,notification,1.0,low,1,1,2
1799,p138,0,1,receive a birth notification,receive,notification,1.0,low,1,1,2
1800,p138,21,20,send the data,send,data,1.0,low,1,1,2
1801,p140,9,10,confirm the choice,confirm,choice,1.0,low,1,1,2
1802,p141,17,18,confirm the choice,confirm,choice,1.0,low,1,1,2
1803,p142,18,20,inform the reason,inform,reason,1.0,low,1,1,2
1804,p15,4,5,receive the inquiry,receive,inquiry,1.0,low,1,1,2
1805,p20,5,5,approve the order,approve,order,1.0,low,1,1,2
1806,p21,12,11,inform the confirmation,inform,confirmation,1.0,low,1,1,2
1807,p22,12,14,enter the order,enter,order,1.0,low,1,1,2
1808,p27,1,2,receive the quote,receive,quote,1.0,low,1,1,2
1809,p29,1,2,submit the application,submit,application,1.0,low,1,1,2
1810,p29,7,8,inform the reason,inform,reason,1.0,low,1,1,2
1811,p34,5,6,submit the application,submit,application,1.0,low,1,1,2
1812,p35,5,5,access the vacancy,access,vacancy,1.0,low,1,1,2
1813,p35,8,7,approve the vacancy,approve,vacancy,1.0,low,1,1,2
1814,p35,12,11,release the advertisment,release,advertisment,1.0,low,1,1,2
1815,p39,11,13,receive the confirmation,receive,confirmation,1.0,low,1,1,2
1816,p4,12,13,register the customer,register,customer,1.0,low,1,1,2
1817,p40,13,14,approve the loan,approve,loan,1.0,low,1,1,2
1818,p55,5,5,approve the vacancy,approve,vacancy,1.0,low,1,1,2
1819,p55,8,8,release the advertisment,release,advertisment,1.0,low,1,1,2
1820,p56,9,8,select the delivery service,select,service,1.0,low,1,1,2
1821,p65,1,2,receive the quote,receive,quote,1.0,low,1,1,2
1822,p66,2,3,register the request,register,request,1.0,low,1,1,2
1823,p7,19,18,send the email to the customer,send,email,1.0,low,1,1,2
1824,p71,5,6,submit the updates,submit,updates,1.0,low,1,1,2
1825,p75,8,11,send the data,send,data,1.0,low,1,1,2
1826,p75,11,13,send the mm,send,mm,1.0,low,1,1,2
1827,p75,12,14,send the mm,send,mm,1.0,low,1,1,2
1828,p76,6,6,inform the confirmation,inform,confirmation,1.0,low,1,1,2
1829,p79,7,8,enter the order,enter,order,1.0,low,1,1,2
1830,p8,14,15,supply the order,supply,order,1.0,low,1,1,2
1831,p83,1,2,register the order,register,order,1.0,low,1,1,2
1832,p86,2,3,select the service package,select,package,1.0,low,1,1,2
1833,p93,19,24,approve the specifications,approve,specifications,1.0,low,1,1,2
1834,p93,19,25,approve the specifications,approve,specifications,1.0,low,1,1,2
1835,p95,4,5,get the order,get,order,1.0,low,1,1,2
1836,p99,1,2,register the order,register,order,1.0,low,1,1,2
1837,p15,13,14,supply the order,supply,order,1.0,low,1,1,2
1838,p41,4,5,get the score,get,score,1.0,low,1,1,2
1839,p41,8,9,get the score,get,score,1.0,low,1,1,2
1840,p124,20,19,the fulfillment unit updates ,unit,updates,1.0,low,1,1,2
1841,p7,20,19,the fulfillment unit updates ,unit,updates,1.0,low,1,1,2
1842,model2-1,36,63,receive the report,receive,report,1.0,low,1,1,2
1843,model3-1,4,7,receive the report,receive,report,1.0,low,1,1,2
1844,p148,1,2,send the documents,send,documents,1.0,low,1,1,2
1845,p149,3,4,send the documents,send,documents,1.0,low,1,1,2
1846,p83,12,13,send the bill,send,bill,1.0,low,1,1,2
1847,p90,20,20,send the bill,send,bill,1.0,low,1,1,2
1848,p99,10,11,send the bill,send,bill,1.0,low,1,1,2
1849,p116,4,6,specify the requirments,specify,requirments,1.0,low,1,1,2
1850,p119,7,7,specify the requirments,specify,requirments,1.0,low,1,1,2
1851,p125,6,6,specify the requirments,specify,requirments,1.0,low,1,1,2
1852,p123,11,10,send the replacement order,send,order,1.0,low,1,1,2
1853,p100,9,10,send the replacement order,send,order,1.0,low,1,1,2
1854,p107,12,13,purchase the order,purchase,order,1.0,low,1,1,2
1855,p113,13,13,receive the claim,receive,claim,1.0,low,1,1,2
1856,p116,1,2,receive the claim,receive,claim,1.0,low,1,1,2
1857,p116,12,14,receive the claim,receive,claim,1.0,low,1,1,2
1858,p134,16,16,send the replacement order,send,order,1.0,low,1,1,2
1859,p144,1,2,send the documents,send,documents,1.0,low,1,1,2
1860,p18,9,9,inform the candidate,inform,candidate,1.0,low,1,1,2
1861,p25,1,2,receive the report,receive,report,1.0,low,1,1,2
1862,p34,12,12,inform the candidate,inform,candidate,1.0,low,1,1,2
1863,p34,14,14,inform the candidate,inform,candidate,1.0,low,1,1,2
1864,p4,5,6,notify the reasons,notify,reasons,1.0,low,1,1,2
1865,p51,3,3,send the quote,send,quote,1.0,low,1,1,2
1866,p51,5,5,send the quote,send,quote,1.0,low,1,1,2
1867,p51,7,7,send the quote,send,quote,1.0,low,1,1,2
1868,p6,5,6,notify the reasons,notify,reasons,1.0,low,1,1,2
1869,p63,5,6,notify the reasons,notify,reasons,1.0,low,1,1,2
1870,p147,14,18,send the application,send,application,1.0,low,1,1,2
1871,p150,15,17,send the application,send,application,1.0,low,1,1,2
1872,p126,6,7,select the candidate,select,candidate,1.0,low,1,1,2
1873,p137,0,1,receive a notification,receive,notification,1.0,low,1,1,2
1874,p138,18,17,send the notification,send,notification,1.0,low,1,1,2
1875,p138,22,22,archive the documents,archive,documents,1.0,low,1,1,2
1876,p139,0,1,receive a notification,receive,notification,1.0,low,1,1,2
1877,p139,22,23,archive the documents,archive,documents,1.0,low,1,1,2
1878,p140,0,1,receive a notification,receive,notification,1.0,low,1,1,2
1879,p140,14,14,send the notification,send,notification,1.0,low,1,1,2
1880,p140,18,19,archive the documents,archive,documents,1.0,low,1,1,2
1881,p141,0,1,receive a notification,receive,notification,1.0,low,1,1,2
1882,p141,21,22,send the notification,send,notification,1.0,low,1,1,2
1883,p141,22,23,archive the documents,archive,documents,1.0,low,1,1,2
1884,p145,11,10,send the application,send,application,1.0,low,1,1,2
1885,p146,0,2,send the application,send,application,1.0,low,1,1,2
1886,p18,5,5,select the candidate,select,candidate,1.0,low,1,1,2
1887,p2,6,6,send the notification,send,notification,1.0,low,1,1,2
1888,p34,13,13,select the candidate,select,candidate,1.0,low,1,1,2
1889,p66,11,14,approve the request,approve,request,1.0,low,1,1,2
1890,p71,3,4,select the candidate,select,candidate,1.0,low,1,1,2
1891,p76,5,5,approve the request,approve,request,1.0,low,1,1,2
1892,p11,13,15,notify the customer,notify,customer,1.0,low,1,1,2
1893,p111,12,12,notify the customer,notify,customer,1.0,low,1,1,2
1894,p118,6,7,notify the customer,notify,customer,1.0,low,1,1,2
1895,p133,14,17,notify the customer,notify,customer,1.0,low,1,1,2
1896,p135,7,8,register the baby,register,baby,1.0,low,1,1,2
1897,p135,13,15,register the baby,register,baby,1.0,low,1,1,2
1898,p136,21,25,register the baby,register,baby,1.0,low,1,1,2
1899,p136,25,29,register the baby,register,baby,1.0,low,1,1,2
1900,p137,6,7,register the baby,register,baby,1.0,low,1,1,2
1901,p42,13,12,notify the customer,notify,customer,1.0,low,1,1,2
1902,p147,40,40,send the rejection,send,rejection,1.0,medium,1,1,2
1903,p148,2,3,receive the documents,receive,documents,1.0,medium,1,1,2
1904,p149,4,5,receive the documents,receive,documents,1.0,medium,1,1,2
1905,p10,5,6,receive the rejection notification,receive,notification,1.0,medium,1,1,2
1906,p102,21,18,receive the notification,receive,notification,1.0,medium,1,1,2
1907,p113,9,9,receive the notification,receive,notification,1.0,medium,1,1,2
1908,p116,9,11,receive the notification,receive,notification,1.0,medium,1,1,2
1909,p127,8,8,receive the notification,receive,notification,1.0,medium,1,1,2
1910,p131,17,18,receive the rejection notification,receive,notification,1.0,medium,1,1,2
1911,p133,15,18,receive the notification,receive,notification,1.0,medium,1,1,2
1912,p135,1,2,receive the documents,receive,documents,1.0,medium,1,1,2
1913,p142,17,19,send the rejection,send,rejection,1.0,medium,1,1,2
1914,p142,19,21,receive the rejection,receive,rejection,1.0,medium,1,1,2
1915,p142,29,30,send the rejection,send,rejection,1.0,medium,1,1,2
1916,p142,31,32,receive the rejection,receive,rejection,1.0,medium,1,1,2
1917,p143,12,18,send the rejection,send,rejection,1.0,medium,1,1,2
1918,p143,13,19,receive the rejection,receive,rejection,1.0,medium,1,1,2
1919,p143,21,28,send the rejection,send,rejection,1.0,medium,1,1,2
1920,p143,23,30,receive the rejection,receive,rejection,1.0,medium,1,1,2
1921,p144,2,3,receive the documents,receive,documents,1.0,medium,1,1,2
1922,p144,5,6,receive the documents,receive,documents,1.0,medium,1,1,2
1923,p145,20,18,send the rejection,send,rejection,1.0,medium,1,1,2
1924,p145,21,19,receive the rejection,receive,rejection,1.0,medium,1,1,2
1925,p67,10,10,receive the rejection notification,receive,notification,1.0,medium,1,1,2
1926,p76,9,9,receive the rejection notification,receive,notification,1.0,medium,1,1,2
1927,p86,13,13,receive the rejection notification,receive,notification,1.0,medium,1,1,2
1928,p90,6,7,receive the rejection,receive,rejection,1.0,medium,1,1,2
1929,p94,13,15,receive the notification,receive,notification,1.0,medium,1,1,2
1930,p96,6,7,receive the rejection notification,receive,notification,1.0,medium,1,1,2
1931,p98,13,12,receive the documents,receive,documents,1.0,medium,1,1,2
1932,p118,10,11,send the invoice,send,invoice,1.0,medium,1,1,2
1933,p118,13,14,send the invoice,send,invoice,1.0,medium,1,1,2
1934,p118,16,17,send the invoice,send,invoice,1.0,medium,1,1,2
1935,p22,11,13,send the invoice,send,invoice,1.0,medium,1,1,2
1936,p81,15,17,send the invoice,send,invoice,1.0,medium,1,1,2
1937,p85,9,9,send the invoice,send,invoice,1.0,medium,1,1,2
1938,p96,20,18,send the invoice,send,invoice,1.0,medium,1,1,2
1939,p138,3,3,confirm the identity,confirm,identity,1.0,medium,1,1,2
1940,p138,4,4,confirm the identity,confirm,identity,1.0,medium,1,1,2
1941,p138,9,9,confirm the identity,confirm,identity,1.0,medium,1,1,2
1942,p139,2,3,confirm the identity,confirm,identity,1.0,medium,1,1,2
1943,p141,3,4,confirm the identity,confirm,identity,1.0,medium,1,1,2
1944,p141,5,5,confirm the identity,confirm,identity,1.0,medium,1,1,2
1945,p141,7,7,confirm the identity,confirm,identity,1.0,medium,1,1,2
1946,p31,0,1,place an order,place,order,1.0,medium,1,1,2
1947,p56,0,1,place an order,place,order,1.0,medium,1,1,2
1948,p57,0,1,place an order,place,order,1.0,medium,1,1,2
1949,p81,0,1,place an order,place,order,1.0,medium,1,1,2
1950,p85,0,1,place an order,place,order,1.0,medium,1,1,2
1951,p90,0,1,place an order,place,order,1.0,medium,1,1,2
1952,p33,0,1,place an order,place,order,1.0,medium,1,1,2
1953,p73,0,1,place an order,place,order,1.0,medium,1,1,2
1954,p147,15,19,receive the application,receive,application,1.0,medium,1,1,2
1955,p147,24,28,receive the application,receive,application,1.0,medium,1,1,2
1956,p150,16,19,receive the application,receive,application,1.0,medium,1,1,2
1957,p150,22,29,receive the application,receive,application,1.0,medium,1,1,2
1958,p13,4,4,receive the application,receive,application,1.0,medium,1,1,2
1959,p145,12,11,receive the application,receive,application,1.0,medium,1,1,2
1960,p146,11,15,receive the application,receive,application,1.0,medium,1,1,2
1961,p146,20,23,receive the application,receive,application,1.0,medium,1,1,2
1962,p78,1,2,receive the application,receive,application,1.0,medium,1,1,2
1963,p107,9,10,inform the customer,inform,customer,1.0,medium,1,1,2
1964,p107,19,19,inform the customer,inform,customer,1.0,medium,1,1,2
1965,p113,8,8,inform the customer,inform,customer,1.0,medium,1,1,2
1966,p116,8,10,inform the customer,inform,customer,1.0,medium,1,1,2
1967,p119,9,10,inform the customer,inform,customer,1.0,medium,1,1,2
1968,p12,4,4,inform the customer,inform,customer,1.0,medium,1,1,2
1969,p19,12,11,inform the customer,inform,customer,1.0,medium,1,1,2
1970,p38,5,6,inform the customer,inform,customer,1.0,medium,1,1,2
1971,p42,9,8,inform the customer,inform,customer,1.0,medium,1,1,2
1972,p47,5,6,inform the customer,inform,customer,1.0,medium,1,1,2
1973,p74,16,20,inform the customer,inform,customer,1.0,medium,1,1,2
1974,bicyclemanufacturing,1,1,receive an order,receive,order,1.0,medium,1,1,2
1975,runningexample,1,1,receive an order,receive,order,1.0,medium,1,1,2
1976,p58,1,2,receive the payment,receive,payment,1.0,medium,1,1,2
1977,p101,0,1,receive an order,receive,order,1.0,medium,1,1,2
1978,p103,0,1,receive an order,receive,order,1.0,medium,1,1,2
1979,p107,14,15,receive the payment,receive,payment,1.0,medium,1,1,2
1980,p108,30,28,receive the payment,receive,payment,1.0,medium,1,1,2
1981,p114,14,16,receive the payment,receive,payment,1.0,medium,1,1,2
1982,p115,10,10,receive the payment,receive,payment,1.0,medium,1,1,2
1983,p118,0,1,receive an order,receive,order,1.0,medium,1,1,2
1984,p126,13,13,receive the payment,receive,payment,1.0,medium,1,1,2
1985,p15,0,1,receive an order,receive,order,1.0,medium,1,1,2
1986,p20,0,1,receive an order,receive,order,1.0,medium,1,1,2
1987,p38,0,1,receive an order,receive,order,1.0,medium,1,1,2
1988,p39,6,8,receive the payment,receive,payment,1.0,medium,1,1,2
1989,p44,13,13,receive the payment,receive,payment,1.0,medium,1,1,2
1990,p47,9,8,receive the payment,receive,payment,1.0,medium,1,1,2
1991,p52,0,1,receive an order,receive,order,1.0,medium,1,1,2
1992,p58,4,5,receive the payment,receive,payment,1.0,medium,1,1,2
1993,p58,6,7,receive the payment,receive,payment,1.0,medium,1,1,2
1994,p61,0,1,receive an order,receive,order,1.0,medium,1,1,2
1995,p71,9,10,receive the payment,receive,payment,1.0,medium,1,1,2
1996,p83,0,1,receive an order,receive,order,1.0,medium,1,1,2
1997,p99,0,1,receive an order,receive,order,1.0,medium,1,1,2
1998,p10,9,10,make the payment,make,payment,1.0,medium,1,1,2
1999,p102,23,21,make the payment,make,payment,1.0,medium,1,1,2
2000,p107,13,14,make the payment,make,payment,1.0,medium,1,1,2
2001,p108,29,27,make the payment,make,payment,1.0,medium,1,1,2
